Question,Question_Subscale_or_Scale_Value,Avg_Aggregate_Description_Text_Response,Avg_Self_Comparison_Text_Response,Avg_Supervisor_Comparison_Text_Response,Avg_Subordinate_Comparison_Text_Response,Avg_Peer_Comparison_Text_Response,Coaching_Response
IDEAL13,3SD_Negative,Relative to the general population -3 SD IDEAL13.,Relative to the self-rating -3 SD IDEAL13.,Relative to the supervisor-rating -3 SD IDEAL13.,Relative to the subordinate ratings -3 SD IDEAL13.,Relative to the peer ratings -3 SD IDEAL13.,Coaching   -3 SD IDEAL13.
IDEAL13,2SD_Negative,Relative to the general population -2 SD IDEAL13.,Relative to the self-rating -2 SD IDEAL13.,Relative to the supervisor-rating -2 SD IDEAL13.,Relative to the subordinate ratings -2 SD IDEAL13.,Relative to the peer ratings -2 SD IDEAL13.,Coaching   -2 SD IDEAL13.
IDEAL13,1SD_Negative,Relative to the general population -1 SD IDEAL13.,Relative to the self-rating -1 SD IDEAL13.,Relative to the supervisor-rating -1 SD IDEAL13.,Relative to the subordinate ratings -1 SD IDEAL13.,Relative to the peer ratings -1 SD IDEAL13.,Coaching   -1 SD IDEAL13.
IDEAL13,Average,Relative to the general population Average IDEAL13.,Relative to the self-rating Average IDEAL13.,Relative to the supervisor-rating Average IDEAL13.,Relative to the subordinate ratings Average IDEAL13.,Relative to the peer ratings Average IDEAL13.,Coaching  Average IDEAL13.
IDEAL13,1SD_Positive,Relative to the general population +1 SD IDEAL13.,Relative to the self-rating +1 SD IDEAL13.,Relative to the supervisor-rating +1 SD IDEAL13.,Relative to the subordinate ratings +1 SD IDEAL13.,Relative to the peer ratings +1 SD IDEAL13.,Coaching   +1 SD IDEAL13.
IDEAL13,2SD_Positive,Relative to the general population +2 SD IDEAL13.,Relative to the self-rating +2 SD IDEAL13.,Relative to the supervisor-rating +2 SD IDEAL13.,Relative to the subordinate ratings +2 SD IDEAL13.,Relative to the peer ratings +2 SD IDEAL13.,Coaching   +2 SD IDEAL13.
IDEAL13,3SD_Positive,Relative to the general population +3 SD IDEAL13.,Relative to the self-rating +3 SD IDEAL13.,Relative to the supervisor-rating +3 SD IDEAL13.,Relative to the subordinate ratings +3 SD IDEAL13.,Relative to the peer ratings +3 SD IDEAL13.,Coaching   +3 SD IDEAL13.
IDEAL14,3SD_Negative,Relative to the general population -3 SD IDEAL14.,Relative to the self-rating -3 SD IDEAL14.,Relative to the supervisor-rating -3 SD IDEAL14.,Relative to the subordinate ratings -3 SD IDEAL14.,Relative to the peer ratings -3 SD IDEAL14.,Coaching   -3 SD IDEAL14.
IDEAL14,2SD_Negative,Relative to the general population -2 SD IDEAL14.,Relative to the self-rating -2 SD IDEAL14.,Relative to the supervisor-rating -2 SD IDEAL14.,Relative to the subordinate ratings -2 SD IDEAL14.,Relative to the peer ratings -2 SD IDEAL14.,Coaching   -2 SD IDEAL14.
IDEAL14,1SD_Negative,Relative to the general population -1 SD IDEAL14.,Relative to the self-rating -1 SD IDEAL14.,Relative to the supervisor-rating -1 SD IDEAL14.,Relative to the subordinate ratings -1 SD IDEAL14.,Relative to the peer ratings -1 SD IDEAL14.,Coaching   -1 SD IDEAL14.
IDEAL14,Average,Relative to the general population Average IDEAL14.,Relative to the self-rating Average IDEAL14.,Relative to the supervisor-rating Average IDEAL14.,Relative to the subordinate ratings Average IDEAL14.,Relative to the peer ratings Average IDEAL14.,Coaching  Average IDEAL14.
IDEAL14,1SD_Positive,Relative to the general population +1 SD IDEAL14.,Relative to the self-rating +1 SD IDEAL14.,Relative to the supervisor-rating +1 SD IDEAL14.,Relative to the subordinate ratings +1 SD IDEAL14.,Relative to the peer ratings +1 SD IDEAL14.,Coaching   +1 SD IDEAL14.
IDEAL14,2SD_Positive,Relative to the general population +2 SD IDEAL14.,Relative to the self-rating +2 SD IDEAL14.,Relative to the supervisor-rating +2 SD IDEAL14.,Relative to the subordinate ratings +2 SD IDEAL14.,Relative to the peer ratings +2 SD IDEAL14.,Coaching   +2 SD IDEAL14.
IDEAL14,3SD_Positive,Relative to the general population +3 SD IDEAL14.,Relative to the self-rating +3 SD IDEAL14.,Relative to the supervisor-rating +3 SD IDEAL14.,Relative to the subordinate ratings +3 SD IDEAL14.,Relative to the peer ratings +3 SD IDEAL14.,Coaching   +3 SD IDEAL14.
IDEAL15,3SD_Negative,Relative to the general population -3 SD IDEAL15.,Relative to the self-rating -3 SD IDEAL15.,Relative to the supervisor-rating -3 SD IDEAL15.,Relative to the subordinate ratings -3 SD IDEAL15.,Relative to the peer ratings -3 SD IDEAL15.,Coaching   -3 SD IDEAL15.
IDEAL15,2SD_Negative,Relative to the general population -2 SD IDEAL15.,Relative to the self-rating -2 SD IDEAL15.,Relative to the supervisor-rating -2 SD IDEAL15.,Relative to the subordinate ratings -2 SD IDEAL15.,Relative to the peer ratings -2 SD IDEAL15.,Coaching   -2 SD IDEAL15.
IDEAL15,1SD_Negative,Relative to the general population -1 SD IDEAL15.,Relative to the self-rating -1 SD IDEAL15.,Relative to the supervisor-rating -1 SD IDEAL15.,Relative to the subordinate ratings -1 SD IDEAL15.,Relative to the peer ratings -1 SD IDEAL15.,Coaching   -1 SD IDEAL15.
IDEAL15,Average,Relative to the general population Average IDEAL15.,Relative to the self-rating Average IDEAL15.,Relative to the supervisor-rating Average IDEAL15.,Relative to the subordinate ratings Average IDEAL15.,Relative to the peer ratings Average IDEAL15.,Coaching  Average IDEAL15.
IDEAL15,1SD_Positive,Relative to the general population +1 SD IDEAL15.,Relative to the self-rating +1 SD IDEAL15.,Relative to the supervisor-rating +1 SD IDEAL15.,Relative to the subordinate ratings +1 SD IDEAL15.,Relative to the peer ratings +1 SD IDEAL15.,Coaching   +1 SD IDEAL15.
IDEAL15,2SD_Positive,Relative to the general population +2 SD IDEAL15.,Relative to the self-rating +2 SD IDEAL15.,Relative to the supervisor-rating +2 SD IDEAL15.,Relative to the subordinate ratings +2 SD IDEAL15.,Relative to the peer ratings +2 SD IDEAL15.,Coaching   +2 SD IDEAL15.
IDEAL15,3SD_Positive,Relative to the general population +3 SD IDEAL15.,Relative to the self-rating +3 SD IDEAL15.,Relative to the supervisor-rating +3 SD IDEAL15.,Relative to the subordinate ratings +3 SD IDEAL15.,Relative to the peer ratings +3 SD IDEAL15.,Coaching   +3 SD IDEAL15.
IDEAL16,3SD_Negative,Relative to the general population -3 SD IDEAL16.,Relative to the self-rating -3 SD IDEAL16.,Relative to the supervisor-rating -3 SD IDEAL16.,Relative to the subordinate ratings -3 SD IDEAL16.,Relative to the peer ratings -3 SD IDEAL16.,Coaching   -3 SD IDEAL16.
IDEAL16,2SD_Negative,Relative to the general population -2 SD IDEAL16.,Relative to the self-rating -2 SD IDEAL16.,Relative to the supervisor-rating -2 SD IDEAL16.,Relative to the subordinate ratings -2 SD IDEAL16.,Relative to the peer ratings -2 SD IDEAL16.,Coaching   -2 SD IDEAL16.
IDEAL16,1SD_Negative,Relative to the general population -1 SD IDEAL16.,Relative to the self-rating -1 SD IDEAL16.,Relative to the supervisor-rating -1 SD IDEAL16.,Relative to the subordinate ratings -1 SD IDEAL16.,Relative to the peer ratings -1 SD IDEAL16.,Coaching   -1 SD IDEAL16.
IDEAL16,Average,Relative to the general population Average IDEAL16.,Relative to the self-rating Average IDEAL16.,Relative to the supervisor-rating Average IDEAL16.,Relative to the subordinate ratings Average IDEAL16.,Relative to the peer ratings Average IDEAL16.,Coaching  Average IDEAL16.
IDEAL16,1SD_Positive,Relative to the general population +1 SD IDEAL16.,Relative to the self-rating +1 SD IDEAL16.,Relative to the supervisor-rating +1 SD IDEAL16.,Relative to the subordinate ratings +1 SD IDEAL16.,Relative to the peer ratings +1 SD IDEAL16.,Coaching   +1 SD IDEAL16.
IDEAL16,2SD_Positive,Relative to the general population +2 SD IDEAL16.,Relative to the self-rating +2 SD IDEAL16.,Relative to the supervisor-rating +2 SD IDEAL16.,Relative to the subordinate ratings +2 SD IDEAL16.,Relative to the peer ratings +2 SD IDEAL16.,Coaching   +2 SD IDEAL16.
IDEAL16,3SD_Positive,Relative to the general population +3 SD IDEAL16.,Relative to the self-rating +3 SD IDEAL16.,Relative to the supervisor-rating +3 SD IDEAL16.,Relative to the subordinate ratings +3 SD IDEAL16.,Relative to the peer ratings +3 SD IDEAL16.,Coaching   +3 SD IDEAL16.
IDEAL17,3SD_Negative,Relative to the general population -3 SD IDEAL17.,Relative to the self-rating -3 SD IDEAL17.,Relative to the supervisor-rating -3 SD IDEAL17.,Relative to the subordinate ratings -3 SD IDEAL17.,Relative to the peer ratings -3 SD IDEAL17.,Coaching   -3 SD IDEAL17.
IDEAL17,2SD_Negative,Relative to the general population -2 SD IDEAL17.,Relative to the self-rating -2 SD IDEAL17.,Relative to the supervisor-rating -2 SD IDEAL17.,Relative to the subordinate ratings -2 SD IDEAL17.,Relative to the peer ratings -2 SD IDEAL17.,Coaching   -2 SD IDEAL17.
IDEAL17,1SD_Negative,Relative to the general population -1 SD IDEAL17.,Relative to the self-rating -1 SD IDEAL17.,Relative to the supervisor-rating -1 SD IDEAL17.,Relative to the subordinate ratings -1 SD IDEAL17.,Relative to the peer ratings -1 SD IDEAL17.,Coaching   -1 SD IDEAL17.
IDEAL17,Average,Relative to the general population Average IDEAL17.,Relative to the self-rating Average IDEAL17.,Relative to the supervisor-rating Average IDEAL17.,Relative to the subordinate ratings Average IDEAL17.,Relative to the peer ratings Average IDEAL17.,Coaching  Average IDEAL17.
IDEAL17,1SD_Positive,Relative to the general population +1 SD IDEAL17.,Relative to the self-rating +1 SD IDEAL17.,Relative to the supervisor-rating +1 SD IDEAL17.,Relative to the subordinate ratings +1 SD IDEAL17.,Relative to the peer ratings +1 SD IDEAL17.,Coaching   +1 SD IDEAL17.
IDEAL17,2SD_Positive,Relative to the general population +2 SD IDEAL17.,Relative to the self-rating +2 SD IDEAL17.,Relative to the supervisor-rating +2 SD IDEAL17.,Relative to the subordinate ratings +2 SD IDEAL17.,Relative to the peer ratings +2 SD IDEAL17.,Coaching   +2 SD IDEAL17.
IDEAL17,3SD_Positive,Relative to the general population +3 SD IDEAL17.,Relative to the self-rating +3 SD IDEAL17.,Relative to the supervisor-rating +3 SD IDEAL17.,Relative to the subordinate ratings +3 SD IDEAL17.,Relative to the peer ratings +3 SD IDEAL17.,Coaching   +3 SD IDEAL17.
IDEAL18,3SD_Negative,Relative to the general population -3 SD IDEAL18.,Relative to the self-rating -3 SD IDEAL18.,Relative to the supervisor-rating -3 SD IDEAL18.,Relative to the subordinate ratings -3 SD IDEAL18.,Relative to the peer ratings -3 SD IDEAL18.,Coaching   -3 SD IDEAL18.
IDEAL18,2SD_Negative,Relative to the general population -2 SD IDEAL18.,Relative to the self-rating -2 SD IDEAL18.,Relative to the supervisor-rating -2 SD IDEAL18.,Relative to the subordinate ratings -2 SD IDEAL18.,Relative to the peer ratings -2 SD IDEAL18.,Coaching   -2 SD IDEAL18.
IDEAL18,1SD_Negative,Relative to the general population -1 SD IDEAL18.,Relative to the self-rating -1 SD IDEAL18.,Relative to the supervisor-rating -1 SD IDEAL18.,Relative to the subordinate ratings -1 SD IDEAL18.,Relative to the peer ratings -1 SD IDEAL18.,Coaching   -1 SD IDEAL18.
IDEAL18,Average,Relative to the general population Average IDEAL18.,Relative to the self-rating Average IDEAL18.,Relative to the supervisor-rating Average IDEAL18.,Relative to the subordinate ratings Average IDEAL18.,Relative to the peer ratings Average IDEAL18.,Coaching  Average IDEAL18.
IDEAL18,1SD_Positive,Relative to the general population +1 SD IDEAL18.,Relative to the self-rating +1 SD IDEAL18.,Relative to the supervisor-rating +1 SD IDEAL18.,Relative to the subordinate ratings +1 SD IDEAL18.,Relative to the peer ratings +1 SD IDEAL18.,Coaching   +1 SD IDEAL18.
IDEAL18,2SD_Positive,Relative to the general population +2 SD IDEAL18.,Relative to the self-rating +2 SD IDEAL18.,Relative to the supervisor-rating +2 SD IDEAL18.,Relative to the subordinate ratings +2 SD IDEAL18.,Relative to the peer ratings +2 SD IDEAL18.,Coaching   +2 SD IDEAL18.
IDEAL18,3SD_Positive,Relative to the general population +3 SD IDEAL18.,Relative to the self-rating +3 SD IDEAL18.,Relative to the supervisor-rating +3 SD IDEAL18.,Relative to the subordinate ratings +3 SD IDEAL18.,Relative to the peer ratings +3 SD IDEAL18.,Coaching   +3 SD IDEAL18.
INDIVCON1,3SD_Negative,Relative to the general population -3 SD INDIVCON1.,Relative to the self-rating -3 SD INDIVCON1.,Relative to the supervisor-rating -3 SD INDIVCON1.,Relative to the subordinate ratings -3 SD INDIVCON1.,Relative to the peer ratings -3 SD INDIVCON1.,Coaching   -3 SD INDIVCON1.
INDIVCON1,2SD_Negative,Relative to the general population -2 SD INDIVCON1.,Relative to the self-rating -2 SD INDIVCON1.,Relative to the supervisor-rating -2 SD INDIVCON1.,Relative to the subordinate ratings -2 SD INDIVCON1.,Relative to the peer ratings -2 SD INDIVCON1.,Coaching   -2 SD INDIVCON1.
INDIVCON1,1SD_Negative,Relative to the general population -1 SD INDIVCON1.,Relative to the self-rating -1 SD INDIVCON1.,Relative to the supervisor-rating -1 SD INDIVCON1.,Relative to the subordinate ratings -1 SD INDIVCON1.,Relative to the peer ratings -1 SD INDIVCON1.,Coaching   -1 SD INDIVCON1.
INDIVCON1,Average,Relative to the general population Average INDIVCON1.,Relative to the self-rating Average INDIVCON1.,Relative to the supervisor-rating Average INDIVCON1.,Relative to the subordinate ratings Average INDIVCON1.,Relative to the peer ratings Average INDIVCON1.,Coaching  Average INDIVCON1.
INDIVCON1,1SD_Positive,Relative to the general population +1 SD INDIVCON1.,Relative to the self-rating +1 SD INDIVCON1.,Relative to the supervisor-rating +1 SD INDIVCON1.,Relative to the subordinate ratings +1 SD INDIVCON1.,Relative to the peer ratings +1 SD INDIVCON1.,Coaching   +1 SD INDIVCON1.
INDIVCON1,2SD_Positive,Relative to the general population +2 SD INDIVCON1.,Relative to the self-rating +2 SD INDIVCON1.,Relative to the supervisor-rating +2 SD INDIVCON1.,Relative to the subordinate ratings +2 SD INDIVCON1.,Relative to the peer ratings +2 SD INDIVCON1.,Coaching   +2 SD INDIVCON1.
INDIVCON1,3SD_Positive,Relative to the general population +3 SD INDIVCON1.,Relative to the self-rating +3 SD INDIVCON1.,Relative to the supervisor-rating +3 SD INDIVCON1.,Relative to the subordinate ratings +3 SD INDIVCON1.,Relative to the peer ratings +3 SD INDIVCON1.,Coaching   +3 SD INDIVCON1.
INDIVCON2,3SD_Negative,Relative to the general population -3 SD INDIVCON2.,Relative to the self-rating -3 SD INDIVCON2.,Relative to the supervisor-rating -3 SD INDIVCON2.,Relative to the subordinate ratings -3 SD INDIVCON2.,Relative to the peer ratings -3 SD INDIVCON2.,Coaching   -3 SD INDIVCON2.
INDIVCON2,2SD_Negative,Relative to the general population -2 SD INDIVCON2.,Relative to the self-rating -2 SD INDIVCON2.,Relative to the supervisor-rating -2 SD INDIVCON2.,Relative to the subordinate ratings -2 SD INDIVCON2.,Relative to the peer ratings -2 SD INDIVCON2.,Coaching   -2 SD INDIVCON2.
INDIVCON2,1SD_Negative,Relative to the general population -1 SD INDIVCON2.,Relative to the self-rating -1 SD INDIVCON2.,Relative to the supervisor-rating -1 SD INDIVCON2.,Relative to the subordinate ratings -1 SD INDIVCON2.,Relative to the peer ratings -1 SD INDIVCON2.,Coaching   -1 SD INDIVCON2.
INDIVCON2,Average,Relative to the general population Average INDIVCON2.,Relative to the self-rating Average INDIVCON2.,Relative to the supervisor-rating Average INDIVCON2.,Relative to the subordinate ratings Average INDIVCON2.,Relative to the peer ratings Average INDIVCON2.,Coaching  Average INDIVCON2.
INDIVCON2,1SD_Positive,Relative to the general population +1 SD INDIVCON2.,Relative to the self-rating +1 SD INDIVCON2.,Relative to the supervisor-rating +1 SD INDIVCON2.,Relative to the subordinate ratings +1 SD INDIVCON2.,Relative to the peer ratings +1 SD INDIVCON2.,Coaching   +1 SD INDIVCON2.
INDIVCON2,2SD_Positive,Relative to the general population +2 SD INDIVCON2.,Relative to the self-rating +2 SD INDIVCON2.,Relative to the supervisor-rating +2 SD INDIVCON2.,Relative to the subordinate ratings +2 SD INDIVCON2.,Relative to the peer ratings +2 SD INDIVCON2.,Coaching   +2 SD INDIVCON2.
INDIVCON2,3SD_Positive,Relative to the general population +3 SD INDIVCON2.,Relative to the self-rating +3 SD INDIVCON2.,Relative to the supervisor-rating +3 SD INDIVCON2.,Relative to the subordinate ratings +3 SD INDIVCON2.,Relative to the peer ratings +3 SD INDIVCON2.,Coaching   +3 SD INDIVCON2.
INDIVCON3,3SD_Negative,Relative to the general population -3 SD INDIVCON3.,Relative to the self-rating -3 SD INDIVCON3.,Relative to the supervisor-rating -3 SD INDIVCON3.,Relative to the subordinate ratings -3 SD INDIVCON3.,Relative to the peer ratings -3 SD INDIVCON3.,Coaching   -3 SD INDIVCON3.
INDIVCON3,2SD_Negative,Relative to the general population -2 SD INDIVCON3.,Relative to the self-rating -2 SD INDIVCON3.,Relative to the supervisor-rating -2 SD INDIVCON3.,Relative to the subordinate ratings -2 SD INDIVCON3.,Relative to the peer ratings -2 SD INDIVCON3.,Coaching   -2 SD INDIVCON3.
INDIVCON3,1SD_Negative,Relative to the general population -1 SD INDIVCON3.,Relative to the self-rating -1 SD INDIVCON3.,Relative to the supervisor-rating -1 SD INDIVCON3.,Relative to the subordinate ratings -1 SD INDIVCON3.,Relative to the peer ratings -1 SD INDIVCON3.,Coaching   -1 SD INDIVCON3.
INDIVCON3,Average,Relative to the general population Average INDIVCON3.,Relative to the self-rating Average INDIVCON3.,Relative to the supervisor-rating Average INDIVCON3.,Relative to the subordinate ratings Average INDIVCON3.,Relative to the peer ratings Average INDIVCON3.,Coaching  Average INDIVCON3.
INDIVCON3,1SD_Positive,Relative to the general population +1 SD INDIVCON3.,Relative to the self-rating +1 SD INDIVCON3.,Relative to the supervisor-rating +1 SD INDIVCON3.,Relative to the subordinate ratings +1 SD INDIVCON3.,Relative to the peer ratings +1 SD INDIVCON3.,Coaching   +1 SD INDIVCON3.
INDIVCON3,2SD_Positive,Relative to the general population +2 SD INDIVCON3.,Relative to the self-rating +2 SD INDIVCON3.,Relative to the supervisor-rating +2 SD INDIVCON3.,Relative to the subordinate ratings +2 SD INDIVCON3.,Relative to the peer ratings +2 SD INDIVCON3.,Coaching   +2 SD INDIVCON3.
INDIVCON3,3SD_Positive,Relative to the general population +3 SD INDIVCON3.,Relative to the self-rating +3 SD INDIVCON3.,Relative to the supervisor-rating +3 SD INDIVCON3.,Relative to the subordinate ratings +3 SD INDIVCON3.,Relative to the peer ratings +3 SD INDIVCON3.,Coaching   +3 SD INDIVCON3.
